mid,type,name,level,say,model,hp,hpShow,mp,phyAtt,phyAttMax,magicAtt,magicAttMax,taoAtt,taoAttMax,phyDef,phyDefMax,magicDef,magicDefMax,accurate,dodge,poisonRecover,heathRecover,attackSpeed,moveSpeed,aiparam,toattackarea,heart,relive,die,exp,nlexp,guardarea,aitype,moveInterval,reliveType,reliveTypeParam,status,summon,ExistTime,head,dropstate,cast,pathmode,fanyin,pureatk,puredef,tipsname,sex,aperture,unshandow,isrun,isshare,dropshow,playerModel,color,dieeffect,clientspeed,bloodY,showname,randomHpMin,shap
8236,2,暗之赤月恶魔,100,测试,2110,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,0,Special,6,1000,600,0,200000,10000,12,3,1000,0,0,,0,,42,,0,4,1,0,0,未知暗殿假7,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8237,2,暗之虹魔教主,100,测试,2111,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,,6,1000,600,0,200000,10000,12,2,1000,0,0,,0,,63,,0,4,1,0,0,未知暗殿假8,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8238,2,暗之赤焰鹰魔,100,测试,2072,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,Special,6,1000,600,0,200000,10000,12,3,1000,0,0,,0,,54,,0,4,1,0,0,未知暗殿假9,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8239,2,暗之黄泉教主,100,测试,2112,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,,6,1000,600,0,200000,10000,12,2,1000,0,0,,0,,64,,0,4,1,0,0,未知暗殿假10,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8240,2,暗之沃玛教主,90,测试,2010,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,1000,0,0,,0,,32,,0,4,1,0,0,未知暗殿假1,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8241,2,暗之腐烂尸王,90,测试,2017,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,1000,0,0,,0,,31,,0,4,1,0,0,未知暗殿假2,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8242,2,暗之触龙邪神,90,测试,2028,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,0,Special,6,1000,300,0,200000,10000,12,3,1000,0,0,,0,,29,,0,4,1,0,0,未知暗殿假3,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8243,2,暗之祖玛教主,90,测试,2035,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,1000,0,0,,0,,34,,0,4,1,0,0,未知暗殿假4,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8244,2,暗之牛魔大帝,90,测试,2045,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,1000,0,0,,0,,30,,0,4,1,0,0,未知暗殿假5,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8245,2,暗之野猪大帝,100,测试,2059,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,,6,1000,600,0,200000,10000,12,2,1000,0,0,,0,,33,,0,4,1,0,0,未知暗殿假6,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8246,2,暗之赤月恶魔,100,测试,2110,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,0,Special,6,1000,600,0,200000,10000,12,3,1000,0,0,,0,,42,,0,4,1,0,0,未知暗殿假7,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8247,2,暗之虹魔教主,100,测试,2111,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,,6,1000,600,0,200000,10000,12,2,1000,0,0,,0,,63,,0,4,1,0,0,未知暗殿假8,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8248,2,暗之赤焰鹰魔,100,测试,2072,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,Special,6,1000,600,0,200000,10000,12,3,1000,0,0,,0,,54,,0,4,1,0,0,未知暗殿假9,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8249,2,暗之黄泉教主,100,测试,2112,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,,6,1000,600,0,200000,10000,12,2,1000,0,0,,0,,64,,0,4,1,0,0,未知暗殿假10,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8250,2,暗之沃玛教主,90,测试,2010,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,1000,0,0,,0,,32,,0,4,1,0,0,未知暗殿假1,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8251,2,暗之腐烂尸王,90,测试,2017,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,1000,0,0,,0,,31,,0,4,1,0,0,未知暗殿假2,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8252,2,暗之触龙邪神,90,测试,2028,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,0,Special,6,1000,300,0,200000,10000,12,3,1000,0,0,,0,,29,,0,4,1,0,0,未知暗殿假3,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8253,2,暗之祖玛教主,90,测试,2035,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,1000,0,0,,0,,34,,0,4,1,0,0,未知暗殿假4,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8254,2,暗之牛魔大帝,90,测试,2045,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,1000,0,0,,0,,30,,0,4,1,0,0,未知暗殿假5,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8255,2,暗之野猪大帝,100,测试,2059,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,,6,1000,600,0,200000,10000,12,2,1000,0,0,,0,,33,,0,4,1,0,0,未知暗殿假6,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8256,2,暗之赤月恶魔,100,测试,2110,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,0,Special,6,1000,600,0,200000,10000,12,3,1000,0,0,,0,,42,,0,4,1,0,0,未知暗殿假7,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8257,2,暗之虹魔教主,100,测试,2111,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,,6,1000,600,0,200000,10000,12,2,1000,0,0,,0,,63,,0,4,1,0,0,未知暗殿假8,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8258,2,暗之赤焰鹰魔,100,测试,2072,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,Special,6,1000,600,0,200000,10000,12,3,1000,0,0,,0,,54,,0,4,1,0,0,未知暗殿假9,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8259,2,暗之黄泉教主,100,测试,2112,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,,6,1000,600,0,200000,10000,12,2,1000,0,0,,0,,64,,0,4,1,0,0,未知暗殿假10,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8260,2,暗之沃玛教主,90,测试,2010,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,1000,0,0,,0,,32,,0,4,1,0,0,未知暗殿假1,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8261,2,暗之腐烂尸王,90,测试,2017,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,1000,0,0,,0,,31,,0,4,1,0,0,未知暗殿假2,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8262,2,暗之触龙邪神,90,测试,2028,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,0,Special,6,1000,300,0,200000,10000,12,3,1000,0,0,,0,,29,,0,4,1,0,0,未知暗殿假3,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8263,2,暗之祖玛教主,90,测试,2035,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,1000,0,0,,0,,34,,0,4,1,0,0,未知暗殿假4,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8264,2,暗之牛魔大帝,90,测试,2045,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,1000,0,0,,0,,30,,0,4,1,0,0,未知暗殿假5,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8265,2,暗之野猪大帝,100,测试,2059,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,,6,1000,600,0,200000,10000,12,2,1000,0,0,,0,,33,,0,4,1,0,0,未知暗殿假6,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8266,2,暗之赤月恶魔,100,测试,2110,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,0,Special,6,1000,600,0,200000,10000,12,3,1000,0,0,,0,,42,,0,4,1,0,0,未知暗殿假7,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8267,2,暗之虹魔教主,100,测试,2111,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,,6,1000,600,0,200000,10000,12,2,1000,0,0,,0,,63,,0,4,1,0,0,未知暗殿假8,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8268,2,暗之赤焰鹰魔,100,测试,2072,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,Special,6,1000,600,0,200000,10000,12,3,1000,0,0,,0,,54,,0,4,1,0,0,未知暗殿假9,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8269,2,暗之黄泉教主,100,测试,2112,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,,6,1000,600,0,200000,10000,12,2,1000,0,0,,0,,64,,0,4,1,0,0,未知暗殿假10,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8270,2,暗之沃玛教主,90,测试,2010,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,1000,0,0,,0,,32,,0,4,1,0,0,未知暗殿假1,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8271,2,暗之腐烂尸王,90,测试,2017,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,1000,0,0,,0,,31,,0,4,1,0,0,未知暗殿假2,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8272,2,暗之触龙邪神,90,测试,2028,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,0,Special,6,1000,300,0,200000,10000,12,3,1000,0,0,,0,,29,,0,4,1,0,0,未知暗殿假3,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8273,2,暗之祖玛教主,90,测试,2035,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,1000,0,0,,0,,34,,0,4,1,0,0,未知暗殿假4,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8274,2,暗之牛魔大帝,90,测试,2045,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,1000,0,0,,0,,30,,0,4,1,0,0,未知暗殿假5,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8275,2,暗之野猪大帝,100,测试,2059,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,,6,1000,600,0,200000,10000,12,2,1000,0,0,,0,,33,,0,4,1,0,0,未知暗殿假6,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8276,2,暗之赤月恶魔,100,测试,2110,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,0,Special,6,1000,600,0,200000,10000,12,3,1000,0,0,,0,,42,,0,4,1,0,0,未知暗殿假7,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8277,2,暗之虹魔教主,100,测试,2111,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,,6,1000,600,0,200000,10000,12,2,1000,0,0,,0,,63,,0,4,1,0,0,未知暗殿假8,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8278,2,暗之赤焰鹰魔,100,测试,2072,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,Special,6,1000,600,0,200000,10000,12,3,1000,0,0,,0,,54,,0,4,1,0,0,未知暗殿假9,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8279,2,暗之黄泉教主,100,测试,2112,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,,6,1000,600,0,200000,10000,12,2,1000,0,0,,0,,64,,0,4,1,0,0,未知暗殿假10,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8280,2,暗之沃玛教主,90,测试,2010,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,1000,0,0,,0,,32,,0,4,1,0,0,未知暗殿假1,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8281,2,暗之腐烂尸王,90,测试,2017,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,1000,0,0,,0,,31,,0,4,1,0,0,未知暗殿假2,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8282,2,暗之触龙邪神,90,测试,2028,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,0,Special,6,1000,300,0,200000,10000,12,3,1000,0,0,,0,,29,,0,4,1,0,0,未知暗殿假3,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8283,2,暗之祖玛教主,90,测试,2035,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,1000,0,0,,0,,34,,0,4,1,0,0,未知暗殿假4,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8284,2,暗之牛魔大帝,90,测试,2045,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,1000,0,0,,0,,30,,0,4,1,0,0,未知暗殿假5,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8285,2,暗之野猪大帝,100,测试,2059,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,,6,1000,600,0,200000,10000,12,2,1000,0,0,,0,,33,,0,4,1,0,0,未知暗殿假6,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8286,2,暗之赤月恶魔,100,测试,2110,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,0,Special,6,1000,600,0,200000,10000,12,3,1000,0,0,,0,,42,,0,4,1,0,0,未知暗殿假7,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8287,2,暗之虹魔教主,100,测试,2111,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,,6,1000,600,0,200000,10000,12,2,1000,0,0,,0,,63,,0,4,1,0,0,未知暗殿假8,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8288,2,暗之赤焰鹰魔,100,测试,2072,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,Special,6,1000,600,0,200000,10000,12,3,1000,0,0,,0,,54,,0,4,1,0,0,未知暗殿假9,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8289,2,暗之黄泉教主,100,测试,2112,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,,6,1000,600,0,200000,10000,12,2,1000,0,0,,0,,64,,0,4,1,0,0,未知暗殿假10,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8290,2,暗之沃玛教主,90,测试,2010,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,1000,0,0,,0,,32,,0,4,1,0,0,未知暗殿假1,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8291,2,暗之腐烂尸王,90,测试,2017,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,1000,0,0,,0,,31,,0,4,1,0,0,未知暗殿假2,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8292,2,暗之触龙邪神,90,测试,2028,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,0,Special,6,1000,300,0,200000,10000,12,3,1000,0,0,,0,,29,,0,4,1,0,0,未知暗殿假3,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8293,2,暗之祖玛教主,90,测试,2035,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,1000,0,0,,0,,34,,0,4,1,0,0,未知暗殿假4,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8294,2,暗之牛魔大帝,90,测试,2045,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,1000,0,0,,0,,30,,0,4,1,0,0,未知暗殿假5,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8295,2,暗之野猪大帝,100,测试,2059,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,,6,1000,600,0,200000,10000,12,2,1000,0,0,,0,,33,,0,4,1,0,0,未知暗殿假6,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8296,2,暗之赤月恶魔,100,测试,2110,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,0,Special,6,1000,600,0,200000,10000,12,3,1000,0,0,,0,,42,,0,4,1,0,0,未知暗殿假7,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8297,2,暗之虹魔教主,100,测试,2111,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,,6,1000,600,0,200000,10000,12,2,1000,0,0,,0,,63,,0,4,1,0,0,未知暗殿假8,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8298,2,暗之赤焰鹰魔,100,测试,2072,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,Special,6,1000,600,0,200000,10000,12,3,1000,0,0,,0,,54,,0,4,1,0,0,未知暗殿假9,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8299,2,暗之黄泉教主,100,测试,2112,300000,1,0,164,329,164,329,164,329,0,0,0,0,30,6,0,25,3000,1,,6,1000,600,0,200000,10000,12,2,1000,0,0,,0,,64,,0,4,1,0,0,未知暗殿假10,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
9300,2,暗之沃玛教主,90,测试,2010,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,Special,6,1000,300,0,200000,10000,12,3,1000,0,0,,0,,32,,0,4,1,0,0,未知暗殿假1,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
9301,2,暗之腐烂尸王,90,测试,2017,250000,1,0,164,329,164,329,164,329,0,0,0,0,30,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,1000,0,0,,0,,31,,0,4,1,0,0,未知暗殿假2,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
